Accepted Product ID,Product Type,Method(s),Activity Definition,Brand,Model Number,Driver Brand (if declared article),Driver Model Number (if declared article),Lifetime in hours (if applicable) 	,Strip light length in meters (if applicable) ,Light output (lm) (if applicable) ,Accepted LCP/NLP Value,AS/NZS4234 version,Zone 3 System Size,Zone 3 Peak Load (MJ/day) ,Zone 3 Annual Energy Savings %,Zone 3 Bs (GJ/year) ,Zone 3 Be (GJ/year),Zone 3 HPelec (GJ/year),Zone 3 HPgas (GJ/year),Zone 3 RefElec (GJ/year),Zone 5 System Size ,Zone 5 Peak Load (MJ/day) ,Zone 5 Annual Energy Savings % ,Zone 5 Bs (GJ/year) ,Zone 5 Be (GJ/year),Zone 5 HPelec (GJ/year),Zone 5 HPgas (GJ/year),Zone 5 RefElec (GJ/year),No. of hot water tank(s) ,Tank Model Number ,Tank Size (L) ,Pre-heat tank model number(s),Finishing tank model number(s) ,Pre-heat tank volume (L) ,Finishing tank volume (L) ,Total system tank volume (L) ,Collector Type,Collector Model Number,No. of collectors,No. of  heat pump(s),Heat pump unit model number(s) ,Total heat pump thermal capacity (kW) ,System booster type ,Booster model number(s) ,Total thermal capacity (kW),System Type,Refrigerant type (GWP),Refrigerant charge (kg),AS/NZS 2712 Certificate Expiry,Limitations,Effective From,Effective To,Status
ACC0022749,LED Luminaires - Recessed,Commercial Lighting,,Aglo Systems,COMET-WH-7W27K,Eaglerise,EIP008C0350LS,,,,7.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-11-10,,Active
ACC0023297,LED Luminaires - Recessed,Commercial Lighting,,Aglo Systems,AG170002-T4830-38L-N-WH,,,,,,36.06,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-29,,Active
ACC0014437,LED Luminaires - High/Low Bay,Commercial Lighting,,Aglo Systems,AG498004,,,,,,152.52,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-09-27,,Active
ACC0015296,LED Luminaires - High/Low Bay,Commercial Lighting,,AIMLED,HBA01-15011,,,,,,151.43,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-08-28,,Active
ACC0015223,LED Luminaires - High/Low Bay,Commercial Lighting,,AIMLED,HBA01-10011,,,,,,103.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-08-28,,Active
ACC0016865,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-550-VH-57-BLK-NC,,,,,,603.14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016869,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-750-VH-57-BLK-LB10,,,,,,722.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016862,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-550-VH-57-BLK-AM,,,,,,603.14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016870,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-750-VH-57-BLK-NC,,,,,,722.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016864,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-550-VH-57-BLK-LB10,,,,,,603.14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016868,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-750-VH-57-BLK-LB,,,,,,722.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016863,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-550-VH-57-BLK-LB,,,,,,603.14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0016867,LED Luminaires - Floodlight,Commercial Lighting,,Allfield,AF-750-VH-57-BLK-AM,,,,,,722.67,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-10-22,,Active
ACC0023086,LED Luminaires - Fixed Type,Commercial Lighting,,Alphalux,ALXLEDWP212,,,,,,22.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-26,,Active
ACC0015508,LED Lamp and Driver,Commercial Lighting,,ALPHALUX,ALXLEDRETROMDLD9040WE,Alphalux,ALXLEDDRIVER-12U,,,,11.59,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-24,,Active
ACC0015747,LED Luminaires - High/Low Bay,Commercial Lighting,,ALPHALUX,ALXLEDHB180WACEL,,,,,,181.29,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-04-29,,Active
ACC0023290,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFLD30W,,,,,,35.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0015748,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFL180WACEL,,,,,,181.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0015662,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFL60WACEL,,,,,,60.57,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0023873,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFLDRT150W,,,,,,145.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0015674,LED Luminaires - High/Low Bay,Commercial Lighting,,ALPHALUX,ALXLEDHB90WACEL,,,,,,90.34,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-04-29,,Active
ACC0024010,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFLDRT180W,,,,,,177.16,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0022893,LED Luminaires - Recessed,Commercial Lighting,,Alphalux,ALXLEDR9045WH14W-HP,Alphalux,ALXLEDDRIVER-14,,,,14.49,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-05-06,,Active
ACC0023590,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFLD80W,,,,,,84.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0024157,LED Luminaires - High/Low Bay,Commercial Lighting,,Alphalux,ALXLEDHB200WPCCIT,,,,,,213.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0015509,LED Lamp and Driver,Commercial Lighting,,ALPHALUX,ALXLEDRETROMDLD9030WE,Alphalux,ALXLEDDRIVER-12U,,,,11.74,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-24,,Active
ACC0023474,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFLD50W,,,,,,52.33,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0015647,LED Luminaires - Fixed Type,Commercial Lighting,,ALPHALUX,ALXLEDWP224,,,,,,45.33,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-08-31,,Active
ACC0023980,LED Luminaires - High/Low Bay,Commercial Lighting,,Alphalux,ALXLEDHB150WPCCIT,,,,,,161.6,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0023264,LED Luminaires - Recessed,Commercial Lighting,,Alphalux,ALXLED32R20040WH,Alphalux,ALXLEDDRIVER-32,,,,34.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-06-19,,Active
ACC0023031,LED Luminaires - Recessed,Commercial Lighting,,Alphalux,ALXLED20R20040WH,Alphalux,ALXLEDRIVER-18A,,,,19.72,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-12-04,,Active
ACC0014904,LED Luminaires - Fixed Type,Commercial Lighting,,ALPHALUX,ALXLEDWP124,,,,,,22.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-05-08,,Active
ACC0015673,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFL90WACEL,,,,,,90.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0015723,LED Luminaires - High/Low Bay,Commercial Lighting,,ALPHALUX,ALXLEDHB150WACEL,,,,,,148.75,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-04-29,,Active
ACC0015705,LED Luminaires - High/Low Bay,Commercial Lighting,,ALPHALUX,ALXLEDHB120WACEL,,,,,,119.75,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-04-29,,Active
ACC0023475,LED Luminaires - Recessed,Commercial Lighting,,Alphalux,ALXLED50R20040WH,,,,,,53.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-05-06,,Active
ACC0015703,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFL120WACEL,,,,,,118.51,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0023727,LED Luminaires - High/Low Bay,Commercial Lighting,,Alphalux,ALXLEDHB100WPCCIT,,,,,,110.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0022850,LED Luminaires - Fixed Type,Commercial Lighting,,Alphalux,ALXLEDWP112,,,,,,11.76,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-06-26,,Active
ACC0015729,LED Luminaires - Floodlight,Commercial Lighting,,Alphalux,ALXLEDFL150WACEL,,,,,,150.51,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-03-10,,Active
ACC0024166,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H18 200W,,,,,,220.92,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0024162,Induction Luminaire,Commercial Lighting,,AMKO SOLARA,AF-F02 200W,,,,,,216.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0024215,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H20 250W,,,,,,260.36,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0024167,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H20 200W,,,,,,220.92,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0023977,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-S05 150W,,,,,,160.48,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0024254,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H22 300W,,,,,,322.48,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0023966,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H20 150W,,,,,,157.26,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0024214,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H18 250W,,,,,,260.36,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0023981,Induction Luminaire,Commercial Lighting,,AMKO SOLARA,AF-F02 150W,,,,,,164.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0023965,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-H18 150W,,,,,,157.26,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0023737,Induction Luminaire,Commercial Lighting,,AMKO SOLARA,AF-F01 100W,,,,,,114.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-09-24,,Active
ACC0023973,Induction Luminaire,Commercial Lighting,,Amko SOLARA,AF-S07 150W,,,,,,159.41,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2014-07-31,,Active
ACC0013624,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48SK17009-03-180AU,,,,,,73.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013604,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK16000-2-180AU,,,,,,34.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013588,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48BMT16032-1-180AU,,,,,,31.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013584,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48BMT16036-1-180AU,,,,,,29.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013600,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48MMD16008-2-180AU,TCI,SMART 50,,,,34.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013616,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK16003-8-180AU,,,,,,64.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013589,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48BMT16032-3-180AU,,,,,,31.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013605,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48IMM18000-21-180,,,,,,35.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-11-10,,Active
ACC0013601,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK15001-4-180AU,,,,,,34.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013581,LED Luminaires - Linear Lamp,Commercial Lighting,,Ansorg,48BMT18054-1-180AU,,,,,,29.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-05,,Active
ACC0013577,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48IMM18000-19-180,,,,,,27.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-11-10,,Active
ACC0013583,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48BMT16009-1-180AU,,,,,,29.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013615,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK16003-7-180AU,,,,,,64.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013623,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48SK17009-01-180AU,,,,,,73.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013607,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48SK14122-18-AU,,,,,,35.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013603,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK15006-3-180AU,,,,,,34.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013587,LED Luminaires - Linear Lamp,Commercial Lighting,,Ansorg,48BMT18104-2-180AU,,,,,,31.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-05,,Active
ACC0013582,LED Luminaires - Linear Lamp,Commercial Lighting,,Ansorg,48BMT18087-1-180AU,,,,,,29.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-05,,Active
ACC0013614,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48MMD16008-1-180AU,TCI,SMART 50,,,,45.3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013602,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48NSK15001-5-180AU,,,,,,34.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-12-19,,Active
ACC0013586,LED Luminaires - Linear Lamp,Commercial Lighting,,Ansorg,48BMT18104-1-180AU,,,,,,31.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-05,,Active
ACC0013578,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48IMM18000-20-180,,,,,,27.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-11-10,,Active
ACC0013606,LED Luminaires - Fixed Type,Commercial Lighting,,Ansorg,48IMM18000-22-180,,,,,,35.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-11-10,,Active
ACC0017410,LED Luminaires - High/Low Bay,Commercial Lighting,,AOK,AOK-150WiC,,,,,,151.5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,,Active
ACC0017480,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-160Wi,,,,,,155.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-18,,Active
ACC0017497,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-280Wi,,,,,,270.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-18,,Active
ACC0017386,LED Luminaires - High/Low Bay,Commercial Lighting,,AOK,AOK-110WiC,,,,,,113.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,,Active
ACC0013502,LED Luminaires - Recessed,Commercial Lighting,,AOK,AOK-75WiC,,,,,,74.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-16,,Active
ACC0017494,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-240Wi,,,,,,231.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-18,,Active
ACC0017483,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-200Wi,,,,,,193.6,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-18,,Active
ACC0017451,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-80Wi,,,,,,77.4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-18,,Active
ACC0017463,LED Luminaires - Floodlight,Commercial Lighting,,AOK,AOK-120Wi,,,,,,116.2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-06-19,,Active
ACC0025068,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-400-GL-26L-44,,,,,,0.0,2021.0,Medium,,91.3,1.4371,0.3686,,,,,,,,,,,,,AP400GLG,400.0,,,,,,Evacuated tube,ETC-22*2,44.0,,,,,,,,,,,,2022-04-21,,Active
ACC0025070,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-400-GL-26N-44,,,,,,0.0,2021.0,Medium,,91.3,1.4371,0.3686,,,,,,,,,,,,,AP400GLG,400.0,,,,,,Evacuated tube,ETC-22*2,44.0,,,,,,,,,,,,2022-04-21,,Active
ACC0026000,Water Heater Systems - Heat Pump,"IHEAB, RDUE","F16, F17, WH1",Apricus Australia,APHP-R290-260,,,,,,,2021.0,,96.0,71.8,,,9.39,0.0,33.29676,,83.0,67.5,,,9.35,0.0,28.78782375,1.0,,,TY-ND-00-072,,255.0,0.0,255.0,,,,1.0,APHP-R290-260,3.26,In-tank electric booster,,2.6,Integrated,R-290,0.4,2026-03-17,,2023-06-22,,Active
ACC0025062,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-400-SS-WISG-26N-44,,,,,,0.0,2021.0,Medium,,91.5,1.4055,0.347,,,,,,,,,,,,,APS400SG,420.0,,,,,,Evacuated tube,ETC-22,44.0,,,,,,,,,,,,2022-04-21,,Active
ACC0025064,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-250-GL-26N-22,,,,,,0.0,2021.0,Medium,,67.8,6.2396,0.4276,,,,,,,,,,,,,AP250GLG,250.0,,,,,,Evacuated tube,ETC-22,22.0,,,,,,,,,,,,2022-04-21,,Active
ACC0025066,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-315-GL-26N-30,,,,,,0.0,2021.0,Medium,,80.0,3.7356,0.4089,,,,,,,,,,,,,AP315GLG,315.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024918,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-315-SS-WISMID-30,,,,,,0.0,2021.0,Medium,,78.1,3.0319,0.304,,,,,,,,,,,,,APS315TM,331.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024922,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-315-GL-MID-30,,,,,,0.0,2021.0,Medium,,79.2,2.867,0.3027,,,,,,,,,,,,,AP315GLEM,315.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024925,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-400-GL-MID-44,,,,,,0.0,2021.0,Medium,,89.0,1.399,0.274,,,,,,,,,,,,,AP400GLEM,400.0,,,,,,Evacuated tube,ETC-22*2,44.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024916,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-250-SS-WISBOT-22,,,,,,0.0,2021.0,Medium,,62.9,5.3404,0.3115,,,,,,,,,,,,,APS250TB,277.0,,,,,,Evacuated tube,ETC-22,22.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024921,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-315-GL-BOT-30,,,,,,0.0,2021.0,Medium,,75.8,3.386,0.3014,,,,,,,,,,,,,AP315GLE,315.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024917,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-315-SS-WISBOT-30,,,,,,0.0,2021.0,Medium,,75.4,3.4459,0.3029,,,,,,,,,,,,,APS315TB,331.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0025060,Water Heater - Solar (Gas Boosted),HEER,D21,Apricus Australia,AC-250-SS-WISG-26N-22,,,,,,0.0,2021.0,Medium,,67.5,6.299,0.4277,,,,,,,,,,,,,APS250TG,277.0,,,,,,Evacuated tube,ETC-22,22.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024923,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-400-GL-BOT-44,,,,,,0.0,2021.0,Medium,,69.7,4.383,0.2342,,,,,,,,,,,,,AP400GLE,400.0,,,,,,Evacuated tube,ETC-22*2,44.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024919,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-400-SS-WISMID-44,,,,,,0.0,2021.0,Medium,,88.9,1.4394,0.2513,,,,,,,,,,,,,APS400SM,420.0,,,,,,Evacuated tube,ETC-22,22.0,,,,,,,,,,,,2022-04-21,,Active
ACC0024924,Water Heater - Solar (Electric Boosted),HEER,"D18, D20",Apricus Australia,AE-400-GL-MID-30,,,,,,0.0,2021.0,Medium,,77.4,3.137,0.3036,,,,,,,,,,,,,AP400GLEM,400.0,,,,,,Evacuated tube,ETC-30,30.0,,,,,,,,,,,,2022-04-21,,Active
ACC0025429,Water Heater - Heat Pump,HEER,"D17, D19",Apricus Australia,APHP-R290-260,,,,,,0.0,2008.0,Medium,,70.7,4.467,0.0,,,,Medium,,66.9,5.571,0.0076,,,,,TY-ND-00-072,255.0,,,,,,,,,,APHP-R290-260,,,,,,,,,,2022-08-31,2024-06-30,Active
